ISO3,country,adm1_name,adm2_name,mkt_name,lat,lon,geo_id,price_date,year,month,currency,o_beans,h_beans,l_beans,c_beans,inflation_beans,trust_beans,o_cabbage,h_cabbage,l_cabbage,c_cabbage,inflation_cabbage,trust_cabbage,o_carrots,h_carrots,l_carrots,c_carrots,inflation_carrots,trust_carrots,o_eggs,h_eggs,l_eggs,c_eggs,inflation_eggs,trust_eggs,o_meat_beef_chops,h_meat_beef_chops,l_meat_beef_chops,c_meat_beef_chops,inflation_meat_beef_chops,trust_meat_beef_chops,o_meat_chicken_whole,h_meat_chicken_whole,l_meat_chicken_whole,c_meat_chicken_whole,inflation_meat_chicken_whole,trust_meat_chicken_whole,o_meat_pork,h_meat_pork,l_meat_pork,c_meat_pork,inflation_meat_pork,trust_meat_pork,o_onions,h_onions,l_onions,c_onions,inflation_onions,trust_onions,o_potatoes,h_potatoes,l_potatoes,c_potatoes,inflation_potatoes,trust_potatoes,o_rice,h_rice,l_rice,c_rice,inflation_rice,trust_rice,o_tomatoes,h_tomatoes,l_tomatoes,c_tomatoes,inflation_tomatoes,trust_tomatoes,o_dish_soap,h_dish_soap,l_dish_soap,c_dish_soap,inflation_dish_soap,trust_dish_soap,o_soap,h_soap,l_soap,c_soap,inflation_soap,trust_soap,o_shampoo,h_shampoo,l_shampoo,c_shampoo,inflation_shampoo,trust_shampoo,o_bleach,h_bleach,l_bleach,c_bleach,inflation_bleach,trust_bleach,o_detergent,h_detergent,l_detergent,c_detergent,inflation_detergent,trust_detergent,o_fabric_softeners,h_fabric_softeners,l_fabric_softeners,c_fabric_softeners,inflation_fabric_softeners,trust_fabric_softeners,o_toothpaste,h_toothpaste,l_toothpaste,c_toothpaste,inflation_toothpaste,trust_toothpaste,o_deodorant,h_deodorant,l_deodorant,c_deodorant,inflation_deodorant,trust_deodorant,o_toilet_paper,h_toilet_paper,l_toilet_paper,c_toilet_paper,inflation_toilet_paper,trust_toilet_paper,components,PHL,Philippines,Region XI,Davao del Norte,Davao del Norte.1,7.45,125.8,gid_745000001258000000,01/01/2008,2008,1,PHP,36.89,38.18,35.73,37.48,3.98,9.26,25.54,26.07,25.1,25.49,0.84,9.03,46.99,46.79,46.12,46.13,1.99,9.41,163.66,165.77,153.67,161.64,0.93,8.49,162.44,165.6,153.9,161.41,1.5,8.07,175.04,182.88,172.1,178.04,1.77,9.05,110.79,113.84,107.25,112.12,3.12,9.65,78.17,79.85,76.83,77.9,3.63,9.44,42.48,43.48,40.55,42.14,2.37,9.94,50.02,52.61,50.27,50.64,1.82,9.74,82.49,85.99,82.24,83.98,1.66,9.48,84.12,83.95,81.04,83.05,3.81,8.42,47.43,47.89,45.09,47.3,0.54,9.5,101.35,100.31,97.47,99.47,1.31,9.27,73.99,78.24,71.38,74.79,0.71,9.36,111.78,113.44,110.46,111.12,1.9,9.73,103.51,108.14,102.66,104.6,0.9,9.76,71.12,72.78,71.25,71.65,3.87,9.78,76.93,76.98,73.4,76.43,1.36,8.97,29.91,30.18,29.83,29.93,2.14,8.94,"beans (1 KG, Index Weight = 1), cabbage (1 KG, Index Weight = 1), carrots (1 KG, Index Weight = 1), eggs (1 Unit, Index Weight = 1), meat_beef_chops (1 KG, Index Weight = 1), meat_chicken_whole (1 KG, Index Weight = 1), meat_pork (1 KG, Index Weight = 1), onions (1 KG, Index Weight = 1), potatoes (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), tomatoes (1 KG, Index Weight = 1), dish_soap (1 KG, Index Weight = 1), soap (1 KG, Index Weight = 1), shampoo (1 KG, Index Weight = 1), bleach (1 KG, Index Weight = 1), detergent (1 KG, Index Weight = 1), fabric_softeners (1 KG, Index Weight = 1), toothpaste (1 KG, Index Weight = 1), deodorant (1 KG, Index Weight = 1), toilet_paper (1 KG, Index Weight = 1)"
PHL,Philippines,Region XI,Davao del Norte,Davao del Norte,7.45,125.8,gid_745000001258000000,09/09/2008,2008.0,9.0,PHP,44.53,45.92,43.8,44.41,3.35,9.37,49.28,49.79,48.91,49.51,3.55,8.98,35.57,36.77,34.66,35.54,2.14,8.33,242.04,244.57,231.38,240.93,2.81,8.71,186.84,189.05,183.33,188.8,2.1,8.17,112.15,111.23,107.96,110.38,1.01,9.56,177.55,182.2,170.37,177.07,1.98,8.28,58.23,61.14,56.55,59.03,2.52,9.53,55.03,56.71,54.51,55.34,0.96,9.76,80.38,81.02,77.84,79.81,1.54,8.03,57.43,60.93,57.88,58.55,1.9,8.15,104.35,104.78,98.42,103.58,3.63,9.93,50.28,50.34,49.84,49.85,2.82,9.17,96.17,97.36,92.27,95.78,1.63,8.82,88.23,92.15,84.93,89.07,2.28,9.59,95.61,99.14,93.94,94.76,1.37,8.56,127.47,129.98,121.84,126.58,1.95,9.37,65.49,66.4,63.11,64.83,0.75,8.56,53.81,53.15,51.97,53.09,1.91,8.72,41.28,43.15,40.64,41.3,1.68,9.24,"beans (1 KG, Index Weight = 1), cabbage (1 KG, Index Weight = 1), carrots (1 KG, Index Weight = 1), eggs (1 Unit, Index Weight = 1), meat_beef_chops (1 KG, Index Weight = 1), meat_chicken_whole (1 KG, Index Weight = 1), meat_pork (1 KG, Index Weight = 1), onions (1 KG, Index Weight = 1), potatoes (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), tomatoes (1 KG, Index Weight = 1), dish_soap (1 KG, Index Weight = 1), soap (1 KG, Index Weight = 1), shampoo (1 KG, Index Weight = 1), bleach (1 KG, Index Weight = 1), detergent (1 KG, Index Weight = 1), fabric_softeners (1 KG, Index Weight = 1), toothpaste (1 KG, Index Weight = 1), deodorant (1 KG, Index Weight = 1), toilet_paper (1 KG, Index Weight = 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHL,Philippines,Region XI,Davao del Norte,Davao del Norte,7.45,125.8,gid_745000001258000000,10/10/2008,2008.0,10.0,PHP,31.48,33.05,31.87,31.87,1.48,8.37,30.3,30.25,29.08,30.17,1.76,8.13,29.89,30.04,29.08,29.75,1.65,8.15,150.39,153.05,146.52,149.48,0.64,9.19,154.98,155.69,151.08,152.32,2.31,9.84,129.46,135.84,125.36,129.76,3.36,9.16,129.77,133.13,124.99,130.62,2.53,9.28,62.85,65.29,59.74,62.65,3.03,8.06,39.03,40.59,38.97,39.37,2.31,9.94,41.93,43.42,40.78,41.85,1.42,8.76,61.4,63.56,61.25,61.85,1.18,8.71,60.64,62.48,59.72,60.73,2.98,8.0,66.96,68.32,66.0,67.67,1.15,9.61,116.66,120.82,115.78,116.29,2.31,9.07,81.0,81.03,79.01,79.48,3.21,8.62,107.97,109.31,105.55,108.44,1.87,9.98,126.76,128.4,122.52,124.43,1.96,8.31,56.88,60.28,55.06,57.46,0.03,9.93,86.21,87.8,82.8,85.0,0.99,8.49,34.44,35.79,34.81,35.01,2.32,9.44,"beans (1 KG, Index Weight = 1), cabbage (1 KG, Index Weight = 1), carrots (1 KG, Index Weight = 1), eggs (1 Unit, Index Weight = 1), meat_beef_chops (1 KG, Index Weight = 1), meat_chicken_whole (1 KG, Index Weight = 1), meat_pork (1 KG, Index Weight = 1), onions (1 KG, Index Weight = 1), potatoes (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), tomatoes (1 KG, Index Weight = 1), dish_soap (1 KG, Index Weight = 1), soap (1 KG, Index Weight = 1), shampoo (1 KG, Index Weight = 1), bleach (1 KG, Index Weight = 1), detergent (1 KG, Index Weight = 1), fabric_softeners (1 KG, Index Weight = 1), toothpaste (1 KG, Index Weight = 1), deodorant (1 KG, Index Weight = 1), toilet_paper (1 KG, Index Weight = 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHL,Philippines,Region XI,Davao del Norte,Davao del Norte,7.45,125.8,gid_745000001258000000,11/11/2008,2008.0,11.0,PHP,52.85,53.51,50.68,53.23,2.45,8.01,27.95,28.14,27.37,28.08,1.54,9.99,33.4,33.35,32.18,32.79,1.65,8.19,131.16,134.15,127.21,130.49,3.94,8.06,185.64,194.02,187.87,189.2,1.39,9.19,138.69,143.86,137.43,138.51,2.64,8.19,177.95,185.29,171.95,177.09,3.11,9.27,90.38,92.73,87.24,91.74,1.63,9.19,56.28,58.61,56.55,57.04,2.42,8.73,59.73,61.46,58.5,58.64,2.13,9.72,74.38,75.9,73.07,74.53,1.78,8.77,141.42,150.35,138.75,144.07,0.95,8.7,38.13,38.37,37.69,38.15,3.04,8.84,131.27,137.82,128.68,132.29,0.66,9.44,92.96,97.76,89.02,93.23,2.34,9.7,148.31,149.4,141.14,146.92,1.63,9.84,78.26,79.11,75.01,76.86,0.46,9.14,47.34,48.21,45.31,47.31,1.8,9.12,107.17,110.74,106.96,108.11,2.89,9.62,29.99,31.2,28.67,30.04,2.74,9.85,"beans (1 KG, Index Weight = 1), cabbage (1 KG, Index Weight = 1), carrots (1 KG, Index Weight = 1), eggs (1 Unit, Index Weight = 1), meat_beef_chops (1 KG, Index Weight = 1), meat_chicken_whole (1 KG, Index Weight = 1), meat_pork (1 KG, Index Weight = 1), onions (1 KG, Index Weight = 1), potatoes (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), tomatoes (1 KG, Index Weight = 1), dish_soap (1 KG, Index Weight = 1), soap (1 KG, Index Weight = 1), shampoo (1 KG, Index Weight = 1), bleach (1 KG, Index Weight = 1), detergent (1 KG, Index Weight = 1), fabric_softeners (1 KG, Index Weight = 1), toothpaste (1 KG, Index Weight = 1), deodorant (1 KG, Index Weight = 1), toilet_paper (1 KG, Index Weight = 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHL,Philippines,Region XI,Davao del Norte,Davao del Norte,7.45,125.8,gid_745000001258000000,12/12/2008,2008.0,12.0,PHP,42.54,44.08,41.23,42.13,1.97,9.39,36.71,37.32,36.46,36.71,0.82,8.02,35.84,36.83,34.33,35.68,3.43,8.62,140.73,145.91,136.53,142.48,4.02,9.82,126.17,129.03,124.2,124.9,1.29,8.94,130.02,131.27,124.87,127.63,1.85,8.85,139.33,144.34,137.25,138.18,1.61,9.53,55.68,57.11,56.3,56.46,1.81,10.0,58.44,59.2,58.76,59.11,2.19,9.54,51.62,53.51,48.77,51.1,0.92,9.69,68.26,69.65,67.91,68.37,1.99,9.69,103.21,106.33,102.5,102.76,2.13,9.95,34.97,35.07,34.32,34.38,1.32,8.68,77.97,80.89,76.07,79.48,1.13,8.58,96.99,99.84,94.54,95.53,3.22,9.92,111.91,115.79,110.89,113.53,1.41,8.66,140.46,141.77,135.15,139.49,2.06,9.96,87.91,88.42,86.5,87.47,1.48,9.92,107.94,111.47,102.32,106.22,1.97,9.27,49.42,50.83,49.92,50.08,2.21,8.19,"beans (1 KG, Index Weight = 1), cabbage (1 KG, Index Weight = 1), carrots (1 KG, Index Weight = 1), eggs (1 Unit, Index Weight = 1), meat_beef_chops (1 KG, Index Weight = 1), meat_chicken_whole (1 KG, Index Weight = 1), meat_pork (1 KG, Index Weight = 1), onions (1 KG, Index Weight = 1), potatoes (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), tomatoes (1 KG, Index Weight = 1), dish_soap (1 KG, Index Weight = 1), soap (1 KG, Index Weight = 1), shampoo (1 KG, Index Weight = 1), bleach (1 KG, Index Weight = 1), detergent (1 KG, Index Weight = 1), fabric_softeners (1 KG, Index Weight = 1), toothpaste (1 KG, Index Weight = 1), deodorant (1 KG, Index Weight = 1), toilet_paper (1 KG, Index Weight = 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHL,Philippines,Region XI,Davao del Norte,Davao del Norte,7.45,125.8,gid_745000001258000000,01/01/2025,2025.0,1.0,PHP,26.59,26.12,24.96,26.1,2.32,8.74,16.8,17.06,16.04,16.82,2.09,8.59,11.35,11.81,11.03,11.32,1.53,8.47,196.33,202.27,190.87,196.71,3.68,8.02,159.46,163.84,161.61,161.75,1.73,8.52,44.96,46.09,45.17,45.78,2.33,8.58,72.4,76.07,71.77,72.58,0.91,9.31,66.2,70.48,66.95,67.41,2.15,9.41,85.5,88.25,83.81,86.5,0.76,8.67,30.5,32.17,30.35,30.73,2.03,9.39,195.94,204.39,191.82,195.05,1.82,8.1,59.91,63.26,59.94,60.64,1.47,9.69,65.54,68.69,63.59,65.72,1.67,9.64,196.96,200.36,193.7,199.27,1.53,9.88,30.31,31.05,29.0,30.21,2.23,9.58,22.14,22.39,21.38,21.75,2.66,9.04,34.55,35.22,32.87,33.87,1.87,8.27,36.06,36.94,34.74,36.4,2.26,9.61,35.11,36.17,33.59,34.75,3.78,8.88,41.29,43.7,41.66,42.12,2.44,9.28,"beans (1 KG, Index Weight = 1), cabbage (1 KG, Index Weight = 1), carrots (1 KG, Index Weight = 1), eggs (1 Unit, Index Weight = 1), meat_beef_chops (1 KG, Index Weight = 1), meat_chicken_whole (1 KG, Index Weight = 1), meat_pork (1 KG, Index Weight = 1), onions (1 KG, Index Weight = 1), potatoes (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), tomatoes (1 KG, Index Weight = 1), dish_soap (1 KG, Index Weight = 1), soap (1 KG, Index Weight = 1), shampoo (1 KG, Index Weight = 1), bleach (1 KG, Index Weight = 1), detergent (1 KG, Index Weight = 1), fabric_softeners (1 KG, Index Weight = 1), toothpaste (1 KG, Index Weight = 1), deodorant (1 KG, Index Weight = 1), toilet_paper (1 KG, Index Weight = 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHL,Philippines,Region XI,Davao del Norte,Davao del Norte,7.45,125.8,gid_745000001258000000,02/02/2025,2025.0,2.0,PHP,135.02,137.07,131.31,132.52,3.76,9.49,16.28,16.5,15.79,16.47,1.11,9.53,10.28,10.34,9.86,10.27,2.28,9.42,114.58,118.11,106.95,112.58,2.29,9.72,137.12,143.68,136.05,138.26,1.32,8.91,60.68,62.02,58.47,60.92,1.91,8.02,475.04,466.26,457.1,465.83,2.04,9.46,18.82,19.35,18.78,18.97,2.66,9.89,46.29,46.24,45.57,45.88,2.96,8.78,78.24,81.23,77.33,77.53,2.93,8.22,239.99,242.45,230.16,238.22,1.81,9.05,52.5,53.21,51.92,52.02,4.41,8.87,57.59,60.79,56.91,58.52,0.96,8.12,165.06,174.92,161.57,167.76,2.49,9.31,101.95,101.76,97.23,100.94,4.32,8.52,48.35,49.85,46.27,48.67,1.86,9.7,22.97,23.32,22.07,23.04,1.41,9.03,35.58,35.52,33.66,34.91,1.87,9.5,77.17,76.31,74.9,76.07,2.72,9.6,5.53,5.5,5.29,5.45,2.0,8.73,"beans (1 KG, Index Weight = 1), cabbage (1 KG, Index Weight = 1), carrots (1 KG, Index Weight = 1), eggs (1 Unit, Index Weight = 1), meat_beef_chops (1 KG, Index Weight = 1), meat_chicken_whole (1 KG, Index Weight = 1), meat_pork (1 KG, Index Weight = 1), onions (1 KG, Index Weight = 1), potatoes (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), tomatoes (1 KG, Index Weight = 1), dish_soap (1 KG, Index Weight = 1), soap (1 KG, Index Weight = 1), shampoo (1 KG, Index Weight = 1), bleach (1 KG, Index Weight = 1), detergent (1 KG, Index Weight = 1), fabric_softeners (1 KG, Index Weight = 1), toothpaste (1 KG, Index Weight = 1), deodorant (1 KG, Index Weight = 1), toilet_paper (1 KG, Index Weight = 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHL,Philippines,Region XI,Davao del Norte,Davao del Norte,7.45,125.8,gid_745000001258000000,03/03/2025,2025.0,3.0,PHP,22.34,22.12,21.24,21.93,2.6,8.08,10.77,11.09,10.49,10.93,2.6,9.17,32.58,34.37,32.77,32.87,1.69,8.22,48.9,49.87,47.46,48.62,1.31,8.96,65.12,64.55,62.05,64.22,2.65,8.46,107.37,109.84,106.57,107.13,2.72,8.09,412.4,427.97,399.35,408.41,3.64,8.86,85.53,87.57,83.18,86.95,0.57,9.51,69.14,73.25,68.68,69.8,0.7,9.37,33.95,34.87,32.64,33.98,2.51,9.7,34.04,34.84,33.76,34.27,2.51,9.91,228.74,240.17,224.81,228.99,2.59,9.25,20.3,20.88,20.1,20.38,2.75,9.91,116.18,115.16,113.9,114.51,2.49,8.23,265.32,279.26,267.9,268.95,0.78,9.92,87.54,87.17,84.67,85.96,1.41,9.27,61.3,61.7,59.86,60.15,1.91,8.24,66.55,65.53,63.6,65.33,0.66,8.98,77.77,81.64,76.55,78.49,1.17,8.21,53.97,56.25,53.42,54.92,1.22,8.84,"beans (1 KG, Index Weight = 1), cabbage (1 KG, Index Weight = 1), carrots (1 KG, Index Weight = 1), eggs (1 Unit, Index Weight = 1), meat_beef_chops (1 KG, Index Weight = 1), meat_chicken_whole (1 KG, Index Weight = 1), meat_pork (1 KG, Index Weight = 1), onions (1 KG, Index Weight = 1), potatoes (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), tomatoes (1 KG, Index Weight = 1), dish_soap (1 KG, Index Weight = 1), soap (1 KG, Index Weight = 1), shampoo (1 KG, Index Weight = 1), bleach (1 KG, Index Weight = 1), detergent (1 KG, Index Weight = 1), fabric_softeners (1 KG, Index Weight = 1), toothpaste (1 KG, Index Weight = 1), deodorant (1 KG, Index Weight = 1), toilet_paper (1 KG, Index Weight = 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHL,Philippines,Region XI,Davao del Norte,Davao del Norte,7.45,125.8,gid_745000001258000000,04/04/2025,2025.0,4.0,PHP,38.83,40.23,38.23,39.26,1.89,8.36,87.53,90.74,84.95,87.81,2.69,8.4,79.75,81.45,78.63,79.7,1.65,8.97,103.73,105.4,100.36,102.11,0.44,8.32,80.77,82.81,79.63,81.61,3.97,9.39,265.92,270.89,254.17,264.91,-0.42,8.07,302.44,316.65,302.49,305.08,1.76,10.0,47.78,48.99,46.49,47.16,2.52,9.4,30.85,31.57,29.74,30.88,2.16,9.12,53.13,53.34,52.51,53.14,1.48,8.99,77.6,78.58,78.1,78.34,0.71,8.25,129.26,130.56,127.5,127.77,2.36,8.82,54.37,57.76,54.19,55.41,2.82,9.94,137.14,135.75,129.58,135.47,-0.29,8.43,30.36,31.08,30.73,30.8,1.65,8.29,82.87,83.82,79.35,82.83,2.45,9.85,82.42,84.42,80.34,81.26,2.22,9.36,134.79,140.65,130.97,137.44,3.78,8.49,111.92,115.83,108.0,112.81,-0.14,8.15,16.93,17.03,16.39,16.65,2.8,9.6,"beans (1 KG, Index Weight = 1), cabbage (1 KG, Index Weight = 1), carrots (1 KG, Index Weight = 1), eggs (1 Unit, Index Weight = 1), meat_beef_chops (1 KG, Index Weight = 1), meat_chicken_whole (1 KG, Index Weight = 1), meat_pork (1 KG, Index Weight = 1), onions (1 KG, Index Weight = 1), potatoes (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), tomatoes (1 KG, Index Weight = 1), dish_soap (1 KG, Index Weight = 1), soap (1 KG, Index Weight = 1), shampoo (1 KG, Index Weight = 1), bleach (1 KG, Index Weight = 1), detergent (1 KG, Index Weight = 1), fabric_softeners (1 KG, Index Weight = 1), toothpaste (1 KG, Index Weight = 1), deodorant (1 KG, Index Weight = 1), toilet_paper (1 KG, Index Weight = 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHL,Philippines,Region XI,Davao del Norte,Davao del Norte,7.45,125.8,gid_745000001258000000,05/05/2025,2025.0,5.0,PHP,33.67,35.15,32.72,33.67,1.61,9.26,26.99,27.7,25.84,26.48,3.2,9.67,44.07,44.95,44.03,44.41,4.12,9.83,79.11,79.76,76.41,78.63,1.08,8.28,400.43,410.84,386.54,393.07,-0.2,9.29,146.24,154.9,143.69,148.67,2.3,8.98,116.57,121.33,117.22,118.6,0.2,8.6,9.68,10.04,9.39,9.66,2.21,8.04,50.75,51.71,49.79,51.66,2.96,8.31,60.51,62.57,60.07,60.28,2.79,8.72,41.07,42.71,40.68,41.17,2.81,9.23,45.22,45.54,43.92,44.82,1.99,9.71,23.61,24.78,22.56,23.63,1.74,9.24,356.6,370.13,345.47,357.1,2.58,8.38,53.27,54.76,51.42,53.48,2.63,9.66,82.93,84.63,83.59,83.72,1.63,9.3,228.95,232.86,225.52,228.45,2.88,9.98,45.02,45.61,43.34,45.39,2.15,8.5,60.61,61.59,60.73,61.21,2.51,8.29,40.35,39.94,38.5,39.56,1.56,8.45,"beans (1 KG, Index Weight = 1), cabbage (1 KG, Index Weight = 1), carrots (1 KG, Index Weight = 1), eggs (1 Unit, Index Weight = 1), meat_beef_chops (1 KG, Index Weight = 1), meat_chicken_whole (1 KG, Index Weight = 1), meat_pork (1 KG, Index Weight = 1), onions (1 KG, Index Weight = 1), potatoes (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), tomatoes (1 KG, Index Weight = 1), dish_soap (1 KG, Index Weight = 1), soap (1 KG, Index Weight = 1), shampoo (1 KG, Index Weight = 1), bleach (1 KG, Index Weight = 1), detergent (1 KG, Index Weight = 1), fabric_softeners (1 KG, Index Weight = 1), toothpaste (1 KG, Index Weight = 1), deodorant (1 KG, Index Weight = 1), toilet_paper (1 KG, Index Weight = 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHL,Philippines,Region XI,Davao del Norte,Davao del Norte,7.45,125.8,gid_745000001258000000,06/06/2025,2025.0,6.0,PHP,47.04,50.15,47.66,47.83,3.58,9.84,20.87,21.07,20.09,20.75,1.38,9.11,26.42,27.49,26.43,26.56,2.15,9.44,17.92,17.99,17.35,17.84,2.0,9.66,35.0,35.01,34.01,34.35,3.28,9.15,96.41,101.15,96.69,98.01,0.54,8.82,115.3,115.58,109.81,113.66,2.04,9.76,47.65,48.47,46.2,48.13,1.25,8.25,15.34,15.52,14.62,15.08,2.24,9.15,14.33,14.94,13.8,14.23,1.91,9.28,59.81,61.14,60.8,60.95,1.37,8.47,196.44,202.6,188.45,193.7,2.52,8.29,16.06,16.6,15.58,16.33,1.68,9.23,111.64,116.93,111.32,112.04,3.35,9.8,89.34,94.06,86.94,90.57,0.38,8.32,94.59,100.27,94.91,95.85,0.96,8.91,204.91,208.4,196.54,206.14,0.82,8.68,53.46,53.38,50.62,52.85,2.69,9.6,51.65,52.32,50.04,51.92,1.85,9.56,55.48,57.81,52.85,55.48,1.14,9.36,"beans (1 KG, Index Weight = 1), cabbage (1 KG, Index Weight = 1), carrots (1 KG, Index Weight = 1), eggs (1 Unit, Index Weight = 1), meat_beef_chops (1 KG, Index Weight = 1), meat_chicken_whole (1 KG, Index Weight = 1), meat_pork (1 KG, Index Weight = 1), onions (1 KG, Index Weight = 1), potatoes (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), tomatoes (1 KG, Index Weight = 1), dish_soap (1 KG, Index Weight = 1), soap (1 KG, Index Weight = 1), shampoo (1 KG, Index Weight = 1), bleach (1 KG, Index Weight = 1), detergent (1 KG, Index Weight = 1), fabric_softeners (1 KG, Index Weight = 1), toothpaste (1 KG, Index Weight = 1), deodorant (1 KG, Index Weight = 1), toilet_paper (1 KG, Index Weight = 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHL,Philippines,Region XI,Davao del Norte,Davao del Norte,7.45,125.8,gid_745000001258000000,07/07/2025,2025.0,7.0,PHP,34.23,35.75,32.82,34.06,1.71,8.89,11.82,12.05,11.36,11.84,1.41,8.88,37.75,39.16,36.36,37.3,2.46,8.99,119.04,125.22,116.14,119.39,1.29,8.34,197.99,203.86,192.24,201.04,1.52,8.31,84.57,85.39,82.59,85.09,1.85,8.21,497.4,509.8,493.89,506.42,2.36,9.55,124.79,131.13,120.54,125.93,2.51,8.74,75.36,76.53,73.78,76.07,0.75,8.1,33.7,33.73,33.16,33.73,1.81,8.85,66.25,65.3,64.95,65.15,3.07,9.0,75.66,77.52,74.3,74.82,3.12,9.15,42.27,44.18,41.28,42.46,2.71,9.97,35.5,36.93,34.37,35.98,2.73,9.35,230.08,236.7,225.17,229.26,1.35,9.72,60.26,59.67,58.48,59.52,2.53,9.21,103.96,106.54,99.53,104.11,2.59,8.87,88.31,92.95,87.27,88.71,1.7,8.28,19.11,19.51,18.01,18.9,1.07,9.68,24.2,25.1,23.09,24.26,2.52,8.92,"beans (1 KG, Index Weight = 1), cabbage (1 KG, Index Weight = 1), carrots (1 KG, Index Weight = 1), eggs (1 Unit, Index Weight = 1), meat_beef_chops (1 KG, Index Weight = 1), meat_chicken_whole (1 KG, Index Weight = 1), meat_pork (1 KG, Index Weight = 1), onions (1 KG, Index Weight = 1), potatoes (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), tomatoes (1 KG, Index Weight = 1), dish_soap (1 KG, Index Weight = 1), soap (1 KG, Index Weight = 1), shampoo (1 KG, Index Weight = 1), bleach (1 KG, Index Weight = 1), detergent (1 KG, Index Weight = 1), fabric_softeners (1 KG, Index Weight = 1), toothpaste (1 KG, Index Weight = 1), deodorant (1 KG, Index Weight = 1), toilet_paper (1 KG, Index Weight = 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
